time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,right_gripper
0.299807000000,-0.378786471586,-0.922267456316,0.000000000000,1.955913251375,0.000000000000,0.327758967755,0.000000000000,0.040207560420
0.300330000000,-0.380994236513,-0.922214902761,0.000000000000,1.954717175481,0.000000000000,0.329438969720,0.000000000000,0.040207560420
0.310504000000,-0.384176862330,-0.922140345949,0.000000000000,1.952998610767,0.000000000000,0.331862775277,0.000000000000,0.040207560420
0.320564000000,-0.388186521119,-0.922048518627,0.000000000000,1.950844647388,0.000000000000,0.334920168171,0.000000000000,0.040207560420
0.330578000000,-0.392857961848,-0.921944292962,0.000000000000,1.948352656809,0.000000000000,0.338487758350,0.000000000000,0.040207560420
0.340577000000,-0.398021701628,-0.921832202782,0.000000000000,1.945622198489,0.000000000000,0.342439007841,0.000000000000,0.040207560420
0.351077000000,-0.403513990477,-0.921716303778,0.000000000000,1.942748642578,0.000000000000,0.346652296173,0.000000000000,0.040207560420
0.360578000000,-0.409214715405,-0.921599477592,0.000000000000,1.939800577381,0.000000000000,0.351039615783,0.000000000000,0.040207560420
0.370605000000,-0.415033728449,-0.921483924837,0.000000000000,1.936827593740,0.000000000000,0.355536530790,0.000000000000,0.040207560420
0.380614000000,-0.420914357273,-0.921371085153,0.000000000000,1.933858704696,0.000000000000,0.360103706791,0.000000000000,0.040207560420
0.390592000000,-0.426823906652,-0.921261784966,0.000000000000,1.930908635677,0.000000000000,0.364718258243,0.000000000000,0.040207560420
0.400645000000,-0.432744515554,-0.921156401188,0.000000000000,1.927983648971,0.000000000000,0.369365751472,0.000000000000,0.040207560420
0.410691000000,-0.438667053162,-0.921055040777,0.000000000000,1.925085231596,0.000000000000,0.374035405125,0.000000000000,0.040207560420
0.420643000000,-0.444587110727,-0.920957744106,0.000000000000,1.922212253402,0.000000000000,0.378717710465,0.000000000000,0.040207560420
0.430626000000,-0.450502583337,-0.920864654063,0.000000000000,1.919362065520,0.000000000000,0.383403387794,0.000000000000,0.040207560420
0.440626000000,-0.456412393695,-0.920776110935,0.000000000000,1.916531097195,0.000000000000,0.388083348250,0.000000000000,0.040207560420
0.452214000000,-0.462315672891,-0.920692787613,0.000000000000,1.913714683306,0.000000000000,0.392748017266,0.000000000000,0.040207560420
0.460728000000,-0.468211756997,-0.920615324381,0.000000000000,1.910909335121,0.000000000000,0.397391624851,0.000000000000,0.040207560420
0.470617000000,-0.474099734587,-0.920544577983,0.000000000000,1.908111320263,0.000000000000,0.402008925483,0.000000000000,0.040207560420
0.480626000000,-0.479978632827,-0.920481410209,0.000000000000,1.905317538962,0.000000000000,0.406595754523,0.000000000000,0.040207560420
0.490616000000,-0.485847652141,-0.920426499059,0.000000000000,1.902525971350,0.000000000000,0.411148218103,0.000000000000,0.040207560420
0.500633000000,-0.491706378401,-0.920380165137,0.000000000000,1.899735955719,0.000000000000,0.415661883048,0.000000000000,0.040207560420
0.510623000000,-0.497554877615,-0.920342246144,0.000000000000,1.896948170744,0.000000000000,0.420131561813,0.000000000000,0.040207560420
0.520639000000,-0.503393639224,-0.920312035575,0.000000000000,1.894164271484,0.000000000000,0.424551715071,0.000000000000,0.040207560420
0.530609000000,-0.509223431641,-0.920288283738,0.000000000000,1.891386336077,0.000000000000,0.428917291614,0.000000000000,0.040207560420
0.540635000000,-0.515045173146,-0.920269258880,0.000000000000,1.888616421887,0.000000000000,0.433224296066,0.000000000000,0.040207560420
0.550595000000,-0.520859835087,-0.920252971166,0.000000000000,1.885856300094,0.000000000000,0.437469907043,0.000000000000,0.040207560420
0.560666000000,-0.526668414041,-0.920237486659,0.000000000000,1.883107456139,0.000000000000,0.441651944320,0.000000000000,0.040207560420
0.570649000000,-0.532471894847,-0.920221359789,0.000000000000,1.880371148502,0.000000000000,0.445768221913,0.000000000000,0.040207560420
0.580653000000,-0.538271266309,-0.920203879815,0.000000000000,1.877648560817,0.000000000000,0.449815969337,0.000000000000,0.040207560420
0.590661000000,-0.544067544498,-0.920185084357,0.000000000000,1.874940937711,0.000000000000,0.453791708748,0.000000000000,0.040207560420
0.600648000000,-0.549861801044,-0.920165514324,0.000000000000,1.872249703462,0.000000000000,0.457691599847,0.000000000000,0.040207560420
0.610667000000,-0.555655196114,-0.920145842006,0.000000000000,1.869576563462,0.000000000000,0.461512010989,0.000000000000,0.040207560420
0.620696000000,-0.561448997464,-0.920126522335,0.000000000000,1.866923542077,0.000000000000,0.465250079129,0.000000000000,0.040207560420
0.630659000000,-0.567244577104,-0.920107581383,0.000000000000,1.864292917914,0.000000000000,0.468904011879,0.000000000000,0.040207560420
0.640670000000,-0.573043409003,-0.920088559349,0.000000000000,1.861687102911,0.000000000000,0.472473053386,0.000000000000,0.040207560420
0.650651000000,-0.578847016290,-0.920068562718,0.000000000000,1.859108405696,0.000000000000,0.475957323127,0.000000000000,0.040207560420
0.660716000000,-0.584656946490,-0.920046359501,0.000000000000,1.856558857038,0.000000000000,0.479357581700,0.000000000000,0.040207560420
