time,right_j0,right_j1,right_j2,right_j3,right_j4,right_j5,right_j6,right_gripper
0.154932000000,0.079055827569,-0.892282322545,0.000000000000,2.094855211427,0.000000000000,0.026297173547,0.000000000000,0.040207560420
0.155335000000,0.078304954263,-0.892342984541,0.000000000000,2.094735701536,0.000000000000,0.027300091846,0.000000000000,0.040207560420
0.165416000000,0.077239462189,-0.892431390068,0.000000000000,2.094563061655,0.000000000000,0.028727060228,0.000000000000,0.040207560420
0.175412000000,0.075908216521,-0.892546213662,0.000000000000,2.094341682041,0.000000000000,0.030517467086,0.000000000000,0.040207560420
0.185418000000,0.074359863375,-0.892686311712,0.000000000000,2.094075714314,0.000000000000,0.032611846848,0.000000000000,0.040207560420
0.196754000000,0.072645196325,-0.892850733569,0.000000000000,2.093769115426,0.000000000000,0.034949594246,0.000000000000,0.040207560420
0.205774000000,0.070803429549,-0.893038443173,0.000000000000,2.093425212218,0.000000000000,0.037484281362,0.000000000000,0.040207560420
0.215797000000,0.068872018762,-0.893248511662,0.000000000000,2.093046866354,0.000000000000,0.040172934628,0.000000000000,0.040207560420
0.225791000000,0.066882050830,-0.893480044224,0.000000000000,2.092636236226,0.000000000000,0.042981050704,0.000000000000,0.040207560420
0.235741000000,0.064857704900,-0.893732179110,0.000000000000,2.092194693224,0.000000000000,0.045883051788,0.000000000000,0.040207560420
0.245800000000,0.062816783260,-0.894004089979,0.000000000000,2.091722836557,0.000000000000,0.048861543011,0.000000000000,0.040207560420
0.255750000000,0.060771361287,-0.894294952189,0.000000000000,2.091220706800,0.000000000000,0.051906046570,0.000000000000,0.040207560420
0.265748000000,0.058729365930,-0.894603910130,0.000000000000,2.090688043582,0.000000000000,0.055010811430,0.000000000000,0.040207560420
0.275732000000,0.056695815802,-0.894930026337,0.000000000000,2.090124584234,0.000000000000,0.058172891510,0.000000000000,0.040207560420
0.285824000000,0.054673904134,-0.895272240005,0.000000000000,2.089530242626,0.000000000000,0.061390720662,0.000000000000,0.040207560420
0.295749000000,0.052665614526,-0.895629334384,0.000000000000,2.088905270109,0.000000000000,0.064663188311,0.000000000000,0.040207560420
0.305763000000,0.050672235767,-0.895999906738,0.000000000000,2.088250243827,0.000000000000,0.067989301596,0.000000000000,0.040207560420
0.315721000000,0.048694562832,-0.896382350989,0.000000000000,2.087566096073,0.000000000000,0.071368029172,0.000000000000,0.040207560420
0.325521000000,0.046733014817,-0.896774870145,0.000000000000,2.086854092481,0.000000000000,0.074798335347,0.000000000000,0.040207560420
0.335540000000,0.044787750960,-0.897175460164,0.000000000000,2.086115765279,0.000000000000,0.078279444825,0.000000000000,0.040207560420
0.345602000000,0.042858664519,-0.897581987654,0.000000000000,2.085352868492,0.000000000000,0.081811026746,0.000000000000,0.040207560420
